"Country_Region" "X2021.01.01" "X2021.01.02" "X2021.01.03" "X2021.01.04" "X2021.01.05" "X2021.01.06" "X2021.01.07" "X2021.01.08" "X2021.01.09" "X2021.01.10" "X2021.01.11" "X2021.01.12" "X2021.01.13" "X2021.01.14" "X2021.01.15" "X2021.01.16" "X2021.01.17" "X2021.01.18" "X2021.01.19" "X2021.01.20" "X2021.01.21" "X2021.01.22" "X2021.01.23" "X2021.01.24" "X2021.01.25" "X2021.01.26" "X2021.01.27" "X2021.01.28" "X2021.01.29" "X2021.01.30" "X2021.01.31" "X2021.02.01" "X2021.02.02" "X2021.02.03" "X2021.02.04" "X2021.02.05" "X2021.02.06" "X2021.02.07" "X2021.02.08" "X2021.02.09" "X2021.02.10" "X2021.02.11" "X2021.02.12" "X2021.02.13" "X2021.02.14" "X2021.02.15" "X2021.02.16" "X2021.02.17" "X2021.02.18" "X2021.02.19" "X2021.02.20" "X2021.02.21" "X2021.02.22" "X2021.02.23" "X2021.02.24" "X2021.02.25" "X2021.02.26" "X2021.02.27" "X2021.02.28" "X2021.03.01" "X2021.03.02" "X2021.03.03" "X2021.03.04" "X2021.03.05" "X2021.03.06" "X2021.03.07" "X2021.03.08" "X2021.03.09" "X2021.03.10" "X2021.03.11" "X2021.03.12" "X2021.03.13" "X2021.03.14" "X2021.03.15" "X2021.03.16" "X2021.03.17" "X2021.03.18" "X2021.03.19" "X2021.03.20" "X2021.03.21" "X2021.03.22" "X2021.03.23" "X2021.03.24" "X2021.03.25" "X2021.03.26" "X2021.03.27" "X2021.03.28" "X2021.03.29" "X2021.03.30" "X2021.03.31" "X2021.04.01" "X2021.04.02" "X2021.04.03" "X2021.04.04" "X2021.04.05" "X2021.04.06" "X2021.04.07" "X2021.04.08" "X2021.04.09" "X2021.04.10" "X2021.04.11" "X2021.04.12" "X2021.04.13" "X2021.04.14" "X2021.04.15" "X2021.04.16" "X2021.04.17" "X2021.04.18" "X2021.04.19" "X2021.04.20" "X2021.04.21" "X2021.04.22" "X2021.04.23" "X2021.04.24" "X2021.04.25" "X2021.04.26" "X2021.04.27" "X2021.04.28" "X2021.04.29" "X2021.04.30" "X2021.05.01" "X2021.05.02" "X2021.05.03" "X2021.05.04" "X2021.05.05" "X2021.05.06" "X2021.05.07" "X2021.05.08" "X2021.05.09" "X2021.05.10" "X2021.05.11" "X2021.05.12" "X2021.05.13" "X2021.05.14" "X2021.05.15" "X2021.05.16" "X2021.05.17" "X2021.05.18" "X2021.05.19" "X2021.05.20" "X2021.05.21" "X2021.05.22" "X2021.05.23" "X2021.05.24" "X2021.05.25" "X2021.05.26" "X2021.05.27" "X2021.05.28" "X2021.05.29" "X2021.05.30" "X2021.05.31" "X2021.06.01" "X2021.06.02" "X2021.06.03" "X2021.06.04" "X2021.06.05" "X2021.06.06" "X2021.06.07" "X2021.06.08" "X2021.06.09" "X2021.06.10" "X2021.06.11" "X2021.06.12" "X2021.06.13" "X2021.06.14" "X2021.06.15" "X2021.06.16" "X2021.06.17" "X2021.06.18" "X2021.06.19" "X2021.06.20" "X2021.06.21" "X2021.06.22" "X2021.06.23" "X2021.06.24" "X2021.06.25" "X2021.06.26" "X2021.06.27" "X2021.06.28" "X2021.06.29" "X2021.06.30" "X2021.07.01" "X2021.07.02" "X2021.07.03" "X2021.07.04" "X2021.07.05" "X2021.07.06" "X2021.07.07" "X2021.07.08" "X2021.07.09" "X2021.07.10" "X2021.07.11" "X2021.07.12" "X2021.07.13" "X2021.07.14" "X2021.07.15" "X2021.07.16" "X2021.07.17" "X2021.07.18" "X2021.07.19" "X2021.07.20" "X2021.07.21" "X2021.07.22" "X2021.07.23" "X2021.07.24" "X2021.07.25" "X2021.07.26" "X2021.07.27" "X2021.07.28" "X2021.07.29" "X2021.07.30" "X2021.07.31" "X2021.08.01" "X2021.08.02" "X2021.08.03" "X2021.08.04" "X2021.08.05" "X2021.08.06" "X2021.08.07" "X2021.08.08" "X2021.08.09" "X2021.08.10" "X2021.08.11" "X2021.08.12" "X2021.08.13" "X2021.08.14" "X2021.08.15" "X2021.08.16" "X2021.08.17" "X2021.08.18" "X2021.08.19" "X2021.08.20" "X2021.08.21" "X2021.08.22" "X2021.08.23" "X2021.08.24" "X2021.08.25" "X2021.08.26" "X2021.08.27" "X2021.08.28" "X2021.08.29" "X2021.08.30" "X2021.08.31" "X2021.09.01" "X2021.09.02" "X2021.09.03" "X2021.09.04" "X2021.09.05" "X2021.09.06" "X2021.09.07" "X2021.09.08" "X2021.09.09" "X2021.09.10" "X2021.09.11" "X2021.09.12" "X2021.09.13" "X2021.09.14" "X2021.09.15" "X2021.09.16" "X2021.09.17" "X2021.09.18" "X2021.09.19" "X2021.09.20" "X2021.09.21" "X2021.09.22" "X2021.09.23" "X2021.09.24" "X2021.09.25" "X2021.09.26" "X2021.09.27" "X2021.09.28" "X2021.09.29" "X2021.09.30" "X2021.10.01" "X2021.10.02" "X2021.10.03" "X2021.10.04" "X2021.10.05" "X2021.10.06" "X2021.10.07" "X2021.10.08" "X2021.10.09" "X2021.10.10" "X2021.10.11" "X2021.10.12" "X2021.10.13" "X2021.10.14" "X2021.10.15" "X2021.10.16" "X2021.10.17" "X2021.10.18" "X2021.10.19" "X2021.10.20" "X2021.10.21" "X2021.10.22" "X2021.10.23" "X2021.10.24" "X2021.10.25" "X2021.10.26" "X2021.10.27" "X2021.10.28" "X2021.10.29" "X2021.10.30" "X2021.10.31" "X2021.11.01" "X2021.11.02" "X2021.11.03" "X2021.11.04" "X2021.11.05" "X2021.11.06" "X2021.11.07" "X2021.11.08" "X2021.11.09" "X2021.11.10" "X2021.11.11" "X2021.11.12" "X2021.11.13" "X2021.11.14" "X2021.11.15" "X2021.11.16" "X2021.11.17" "X2021.11.18" "X2021.11.19" "X2021.11.20" "X2021.11.21"
"11" "Azerbaijan" 341 762 1565 1899 2701 3500 4185 4717 5350 5951 6127 6646 7120 7500 7849 8251 8573 8691 8996 9328 9546 9826 9988 10275 10332 10658 10884 11093 11235 11366 11519 11596 11755 11917 12069 12207 12322 12454 12498 12662 12809 12949 13140 13295 13423 13497 13637 13791 13936 14129 14273 14429 14501 14724 14944 15070 15289 15567 15837 15962 16314 16633 16947 17312 17665 18068 18263 18560 19075 19683 20259 20992 21595 21971 22951 23791 24724 25603 26790 27604 28274 29607 30792 32221 33980 35670 37501 38630 40776 43013 45261 47622 49474 52035 53134 55169 57764 60481 62687 64879 67293 68444 70901 73194 75511 77674 79822 81966 82961 85158 87233 89280 91089 92765 94306 95112 96419 97821 99213 100409 101622 102680 103098 104061 105141 105985 106707 107356 108016 108387 108901 109459 109968 110294 110671 111143 111569 112001 112340 112777 113183 113535 113754 113910 114194 114397 114617 114859 115023 115164 115256 115432 115588 115716 115839 115947 116015 116047 116149 116217 116292 116365 116426 116471 116496 116564 116591 116639 116699 116737 116793 116821 116868 116925 116976 117041 117096 117136 117174 117261 117347 117422 117523 117618 117717 117779 117857 117984 118088 118262 118398 118554 118623 118756 118902 119101 119270 119483 119738 119886 120137 120362 120574 120945 121357 121743 122015 122483 123233 123848 124516 125149 125820 126251 127182 128178 129374 130616 131905 133125 134226 135962 138358 141032 142801 146309 149302 151153 154475 158604 162218 166186 169737 172806 175751 179334 183128 186842 191045 195286 199296 202403 206191 210036 213795 217557 220862 224172 226578 229025 229025 229025 236344 236344 236344 242549 244626 244626 248473 248473 248473 248473 254759 256353 257709 258887 260015 261114 262143 262701 262701 264428 265202 265891 266575 267287 267678 268504 269513 269513 271430 272447 273479 274090 275367 276632 278080 279930 279930 283507 284752 286854 289157 291162 293274 295589 297625 299102 301368 303668 306088 308220 310409 312670 313870 316048 318304 321010 323450 325950 328581 329891 331746 333622 335396 337730 339731 342153 343225 345240 347265 349389 351622 353385 355274
"12" "Bahamas" 16 16 43 53 57 74 88 98 98 98 133 133 140 140 150 161 161 196 197 204 217 230 230 230 262 269 290 290 296 303 303 303 352 360 376 385 385 385 418 418 418 440 440 440 440 440 512 512 532 532 532 532 600 606 625 625 648 648 648 648 648 702 702 729 729 729 729 771 771 771 787 787 787 894 905 929 929 929 929 929 1052 1064 1064 1064 1064 1064 1064 1129 1248 1248 1300 1300 1300 1300 1300 1399 1425 1468 1493 1493 1493 1589 1634 1634 1634 1763 1763 1763 1920 1920 1997 1997 2105 2105 2179 2349 2349 2478 2478 2582 2582 2648 2705 2705 2705 2840 2902 2902 2902 3037 3037 3095 3153 3153 3153 3153 3354 3407 3450 3525 3525 3525 3525 3628 3726 3726 3751 3813 3874 3874 3925 3925 3993 4059 4059 4059 4059 4153 4153 4156 4181 4221 4221 4221 4328 4354 4371 4371 4371 4424 4424 4493 4508 4536 4536 4596 4596 4596 4596 4715 4715 4864 4864 4864 4864 4937 5018 5094 5153 5153 5153 5153 5153 5362 5403 5403 5533 5533 5533 5695 5733 5910 5910 5910 5910 5910 6381 6381 6586 6674 6806 6969 6969 6969 7140 7253 7320 7548 7548 7666 7923 8044 8044 8270 8270 8270 8270 8797 8797 8797 8977 9091 9091 9091 9515 9674 9744 9846 10069 10069 10069 10268 10268 10268 10705 10823 10823 10823 10982 11164 11164 11268 11404 11464 11464 11730 11730 11924 11924 12159 12159 12159 12344 12417 12417 12417 12732 12732 12732 12904 12971 13113 13113 13243 13243 13243 13441 13441 13587 13647 13709 13709 13709 13709 13709 13709 13709 13709 13709 13709 14107 14177 14221 14283 14308 14308 14308 14388 14388 14388 14480 14480 14480 14480 14536 14558 14558 14614 14614 14614 14614 14658 14721 14673 14681 14701 14701 14701 14730 14742 14758 14769 14784 14784 14784
"13" "Bahrain" 238 509 803 1091 1320 1609 1958 2355 2642 2883 3204 3520 3795 4137 4345 4593 4932 5265 5585 5898 6203 6535 6781 7142 7555 8014 8441 8828 9296 9951 10382 10907 11564 12117 12821 13523 14038 14654 15373 16132 16929 17741 18637 19427 20067 20915 21686 22382 23030 23807 24559 25134 25855 26530 27183 27820 28452 29103 29719 30364 30856 31594 32182 32839 33451 33927 34580 35125 35753 36406 37150 37729 38326 39008 39694 40462 41104 41835 42651 43307 44066 44875 45608 46449 47278 48143 49170 49994 50899 51770 52705 53779 55095 56142 57116 58136 59256 60399 61605 62727 63787 65054 66114 67289 68259 69414 70438 71435 72443 73482 74490 75526 76579 77660 78695 79901 80873 81984 83077 84259 85322 86622 87787 89205 90655 92022 93728 95230 96681 98343 100075 101614 103430 104799 106418 108302 109881 111849 114203 116618 119476 122195 125372 128172 130938 133741 136793 139750 143023 145481 147856 150115 152051 153983 155475 156907 158403 159925 161204 162245 163279 164246 165177 166056 166848 167659 168279 168826 169313 169752 170217 170620 171014 171432 171730 172018 172320 172572 172802 172968 173152 173300 173465 173611 173751 173882 174010 174122 174244 174363 174437 174537 174649 174725 174830 174944 175052 175121 175207 175274 175352 175417 175550 175663 175738 175866 175951 176056 176171 176299 176405 176511 176628 176726 176820 176942 177062 177173 177274 177385 177486 177615 177776 177915 178017 178141 178244 178350 178455 178582 178678 178757 178859 178956 179040 179128 179258 179367 179473 179571 179666 179778 179865 179960 180034 180132 180241 180333 180438 180577 180691 180779 180867 180947 181068 181160 181241 181302 181366 181432 181504 181589 181708 181777 181849 181939 182001 182070 182139 182202 182250 182306 182382 182455 182500 182562 182604 182674 182719 182783 182863 182922 182979 183059 183128 183187 183237 183300 183355 183443 183513 183587 183661 183720 183786 183851 183896 183933 183960 184010 184043 184074 184119 184154 184199 184242 184281 184308 184336 184366 184406 184423 184438 184463 184490 184509 184526 184548 184571 184587 184607 184629 184647 184673 184714
"14" "Bangladesh" 990 1674 2509 3419 4410 5388 6395 7180 7872 8943 9792 10510 11400 12213 12975 13553 14122 14819 15521 16177 16761 17380 17816 18289 18891 19406 19934 20443 20897 21260 21629 22072 22597 23035 23520 23955 24260 24552 24868 25255 25643 26021 26465 26756 27082 27528 27924 28367 28758 29164 29514 29841 30207 30606 31034 31444 31914 32321 32706 33291 33806 34420 35039 35674 36214 36820 37665 38577 39595 40646 41712 42726 43885 45658 47377 49242 51429 53328 55196 57368 60177 63731 67298 70885 74622 78296 82204 87385 92427 97785 104254 111084 116767 123854 130929 138142 145768 152622 160084 165427 171246 178447 184475 189660 193852 198269 201742 205440 209711 214270 218550 222564 226193 228890 231812 235118 238149 241104 243445 245622 247074 248433 250172 252086 253828 255650 257332 258617 260003 261517 262747 263887 265177 266025 266286 266649 267347 268619 270227 271684 273188 274216 275570 277011 278686 280183 281475 282833 283876 285320 287030 288795 290783 292470 294357 295804 297480 299450 301772 304309 306885 309339 310976 313412 316462 319781 323737 327577 331460 334517 338158 342794 347640 353367 359425 365294 369628 374896 383260 390926 399748 408049 416532 422746 431407 441371 452896 464058 475709 487033 495805 507679 521447 533645 546028 558264 570412 578901 590479 603800 615379 622993 626690 633054 639834 651125 666317 681242 697472 712743 726605 735974 750818 766807 782583 796400 809144 821750 829886 840185 851648 862812 873232 883358 891823 898708 905392 912351 919886 927134 933700 939693 943684 948488 954205 959454 964420 969118 972643 976079 980027 983751 987108 990170 993606 996773 998516 1000946 1003656 1006295 1008792 1011380 1013705 1015032 1016903 1018856 1020930 1022831 1024693 1026600 1027790 1029173 1030728 1032290 1033666 1034810 1036043 1036861 1037841 1039053 1040363 1041541 1042401 1043248 1043837 1044454 1045248 1045942 1046645 1047308 1047953 1048368 1048849 1049448 1049991 1050509 1050975 1051371 1051664 1051978 1052317 1052786 1053154 1053397 1053629 1053907 1054182 1054471 1054747 1055053 1055347 1055652 1055818 1056029 1056243 1056472 1056728 1056975 1056975 1057325 1057503 1057718 1057924 1058159 1058396 1058617 1058768 1058991 1059225 1059438 1059704 1059948 1060201 1060379 1060578
"15" "Barbados" 12 12 173 223 260 360 360 397 425 495 501 585 624 653 653 712 712 712 712 773 773 773 958 1004 1018 1018 1060 1094 1115 1140 1162 1175 1203 1228 1258 1273 1293 1326 1349 1431 1474 1521 1564 1678 1678 1885 1948 2074 2264 2294 2332 2389 2408 2469 2524 2566 2611 2655 2685 2732 2757 2780 2803 2834 2881 2902 2920 2950 2970 2989 3008 3021 3038 3059 3075 3088 3109 3129 3150 3168 3176 3191 3199 3210 3220 3226 3246 3251 3259 3269 3276 3282 3285 3285 3296 3308 3308 3321 3325 3336 3347 3351 3357 3361 3370 3382 3390 3398 3401 3410 3414 3423 3437 3437 3441 3442 3445 3448 3455 3472 3480 3483 3498 3501 3532 3546 3548 3550 3559 3563 3567 3574 3576 3578 3582 3584 3585 3589 3592 3592 3602 3608 3612 3612 3617 3621 3623 3626 3629 3634 3634 3634 3640 3643 3646 3647 3648 3649 3649 3649 3650 3650 3653 3653 3654 3655 3655 3656 3657 3658 3660 3662 3662 3669 3674 3683 3691 3692 3694 3696 3698 3699 3699 3699 3703 3703 3713 3725 3736 3745 3753 3793 3803 3813 3830 3847 3858 3868 3875 3886 3909 3919 3936 3947 3956 3962 3970 3976 3981 3982 3996 4007 4024 4034 4039 4050 4060 4072 4072 4088 4097 4102 4113 4126 4132 4142 4142 4165 4198 4211 4226 4245 4245 4257 4269 4311 4337 4358 4406 4498 4548 4548 4649 4689 4769 4800 4865 4966 5034 5103 5190 5268 5376 5461 5523 5601 5670 5794 5865 5975 5975 6144 6248 6353 6521 6682 6849 7018 7193 7381 7598 7797 7998 8226 8409 8409 8822 9140 9440 9699 10000 10284 10535 10749 11091 11402 11722 12044 12390 12585 12788 13170 13551 13943 14370 14667 14958 15205 15650 16041 16399 16768 17082 17380 17640 18076 18469 18805 19133 19448 19686 19882 20293 20628 20928 21212 21494 21710 21933 22256 22540 22792 23043 23240 23412
"16" "Belarus" 1939 3841 5678 7547 8820 10674 12512 14317 16084 17917 19709 21440 23412 25379 27320 29253 31177 33076 34432 36210 38014 39827 41575 43327 44351 45198 46849 48567 50434 52286 54052 55011 55710 57421 59129 60888 62675 64407 65215 65776 67575 69267 71000 72745 74403 75503 76637 77989 79375 81038 82706 84028 85172 86144 87423 88614 90216 91675 93022 93983 94852 96163 97337 98819 100148 101227 102157 103230 103839 104676 105862 107044 108039 108986 109862 110986 112240 113654 115009 116161 117144 118190 119568 120709 122134 123347 124397 125315 126310 127523 128759 130410 131781 133020 134006 134974 136252 137524 139146 140579 141754 142597 143351 144517 145739 147255 148639 149939 150826 151714 153032 154202 155937 157390 158666 159562 160385 161640 162949 164454 165698 166779 167613 168310 169448 170667 172021 173390 174604 175483 176225 177121 177958 179067 180430 182057 183248 184427 185805 187262 189018 190489 191741 192694 193534 194703 195919 197353 198345 199523 200155 200791 201706 202585 203768 204625 205568 206138 206735 207569 208535 209561 210456 211379 212076 212577 213464 214337 215101 215812 216394 216869 217267 218069 218855 219668 220446 221055 221496 221991 222905 223928 225046 226122 227066 227680 228237 229235 230270 231520 232602 233622 234311 234897 235837 236828 238104 239125 240078 240736 241336 242311 243380 244483 245544 246424 247072 247597 248547 249580 250764 251756 252714 253470 254051 255018 256161 257456 258669 259648 260390 260997 261963 263138 264563 265714 267019 267913 268510 269571 270926 272664 274131 275433 276351 277211 278568 280119 281981 283617 285022 286080 287248 288947 290783 292733 294679 296642 298115 299534 301294 303136 304995 306882 308789 310677 312307 314230 316197 318176 320162 322144 324085 326002 327991 329964 331958 333945 335919 337865 339820 341813 343802 345795 347793 349692 351559 353542 355533 357516 359511 361509 363488 365431 367469 369529 371581 373654 375722 377703 379659 381572 383648 385745 387827 389906 391950 393947 395942 397940 399919 401907 403899 405884 407774 409753 411749 413747 415738 417731 419643 421530 423435 425424 427405 429344 431308 433194 434987 436741 438603 440447 442259 444118 445922
"17" "Belgium" 1793 2673 3515 4391 6239 9236 12159 14207 16198 17767 18727 20826 23753 26390 28593 30713 32343 33275 34754 37760 40331 42775 45358 47170 48362 50146 53166 55941 58624 61341 63657 64921 66775 69899 72351 74936 77374 79114 79987 81838 84455 86604 88724 90619 92135 92992 94709 97386 99806 103243 105883 107977 109098 111200 114313 117389 120158 122918 125015 125798 127848 131112 133755 136514 139313 141395 142512 144675 148109 151612 155227 158825 161787 163365 166530 171646 176305 181445 181445 190510 192742 196279 202594 208112 214235 219567 224261 226440 230346 235957 241424 246089 250978 254500 256468 258177 261716 266561 271421 275991 278980 280733 284107 288820 292813 296717 300504 303500 305130 308560 313673 318030 321611 325545 327922 329592 332538 336463 340126 343733 346938 349066 350400 353131 357250 360768 364491 367855 370113 371380 373836 377087 379977 381608 383575 385427 386399 388218 392018 395210 398116 400632 402385 403326 404181 406156 409047 411407 413267 414704 415505 417003 418862 420461 421910 423378 424306 424775 425679 426862 427708 428492 429269 429842 430083 430591 431262 431755 431755 432588 432919 433144 433539 434565 435412 435980 435980 435980 436982 438054 438635 439389 440012 440012 440012 441867 442609 444599 445981 447204 447204 447204 450533 451836 454120 455573 456917 456917 456917 460712 462179 462179 465665 465665 466969 466969 471201 472534 474593 476455 478219 478219 478219 482522 484262 486438 488411 490230 490230 490230 494883 496631 499240 501359 503373 503373 503373 508383 510124 512870 515062 517230 517230 517230 522106 523717 526612 529079 531413 531413 531413 536314 538168 541010 543214 545512 545512 545512 550160 552007 554560 556830 559020 559020 559020 563885 565610 568618 570977 573318 573318 573318 578389 580186 582740 585027 587227 587227 587227 591862 593736 596325 598458 600701 600701 600701 605361 607091 609695 612192 614606 614606 614606 620066 622506 626173 629725 633373 633373 633373 642537 646391 652943 659182 665864 665864 665864 681706 687451 696222 705417 714154 714154 714154 714154 714154 746862 757052 757052 767967 767967 792334 792334 817052 817052 838216 838216 838216 865978 878366 896803 913502 935004 935004 935004
"18" "Belize" 0 31 125 162 242 332 376 426 490 527 556 590 643 680 753 753 804 816 839 866 900 924 946 974 994 1012 1040 1069 1101 1132 1132 1169 1181 1202 1232 1237 1261 1261 1294 1303 1331 1338 1358 1369 1369 1399 1412 1419 1431 1451 1468 1468 1479 1488 1495 1504 1517 1517 1517 1537 1544 1552 1553 1559 1559 1559 1559 1569 1579 1583 1594 1594 1594 1607 1613 1620 1623 1624 1624 1624 1631 1634 1634 1635 1639 1639 1639 1639 1639 1680 1680 1680 1680 1680 1680 1701 1709 1709 1709 1709 1709 1727 1737 1746 1753 1762 1762 1762 1782 1792 1809 1820 1823 1823 1823 1848 1855 1863 1870 1892 1892 1892 1898 1899 1904 1906 1910 1910 1910 1924 1928 1931 1933 1938 1938 1938 1966 1969 1977 1985 1988 1988 1988 1988 2001 2008 2013 2015 2015 2015 2033 2043 2057 2064 2085 2085 2085 2123 2133 2140 2148 2162 2162 2162 2195 2213 2218 2218 2228 2228 2228 2263 2283 2307 2328 2361 2361 2361 2413 2451 2475 2524 2567 2567 2567 2615 2633 2668 2700 2742 2742 2742 2785 2811 2837 2868 2907 2907 2907 2996 3040 3089 3117 3141 3141 3141 3207 3207 3293 3338 3387 3387 3387 3387 3508 3555 3606 3662 3662 3662 3723 3802 3896 3962 4071 4071 4071 4234 4332 4406 4558 4639 4639 4639 4780 4907 5017 5117 5236 5236 5236 5444 5577 5717 5836 5974 5974 5974 6174 6343 6475 6629 6629 6629 6629 6991 7191 7367 7558 7756 7756 7756 8126 8126 8409 8653 8824 8824 8824 9169 9519 9792 10025 10227 10227 10227 10646 10909 11117 11411 11411 11411 11411 11411 11411 12171 12986 13214 13214 13214 13671 13992 14172 14468 14669 14669 14669 15105 15376 15650 15849 16022 16022 16022 16373 16529 16747 16897 17118 17118 17118 17386 17386 17792 17973 18123 18123 18123 18329 18493 18610 18725 18725 18725 18725
"19" "Benin" 0 0 0 0 53 53 53 53 53 53 112 112 162 162 162 162 162 162 162 306 331 392 392 392 392 392 535 535 535 535 642 642 642 868 868 942 942 942 942 942 1309 1309 1309 1309 1309 1788 1788 1892 1892 1892 1892 2183 2183 2183 2183 2183 2183 2183 2183 2183 2183 2820 2820 2820 2820 2820 3087 3087 3250 3250 3250 3250 3250 3250 3250 3250 3250 3567 3567 3567 3567 3567 3849 3849 3849 3849 3849 3849 3849 3849 4062 4062 4062 4062 4062 4062 4062 4264 4264 4264 4264 4264 4264 4360 4360 4360 4360 4360 4360 4469 4469 4469 4469 4469 4469 4469 4469 4570 4570 4570 4570 4570 4633 4633 4633 4633 4633 4633 4633 4633 4744 4744 4744 4744 4744 4744 4744 4774 4774 4774 4774 4774 4774 4774 4774 4807 4807 4807 4807 4807 4807 4807 4831 4831 4831 4831 4831 4831 4831 4858 4858 4858 4858 4858 4858 4889 4889 4889 4889 4889 4889 4889 4919 4919 4919 4919 4919 4919 4919 4948 4948 4948 4948 4948 4948 4948 4948 4976 4976 4976 4976 4976 4976 4976 4993 4993 4993 4993 4993 4993 4993 4993 5073 5073 5073 5073 5073 5073 5143 5143 5143 5143 5143 5143 5143 5357 5357 5357 5357 5357 5357 5814 5814 5814 5814 5814 5814 5814 5814 6932 6932 6932 6932 6932 8770 9241 9241 9241 10115 10115 10115 10115 10115 12681 12681 13695 13695 13695 13695 13695 15855 15855 16590 16590 16590 16590 18199 18199 18199 18199 18199 18199 18199 18199 18199 18199 19707 19707 19707 19707 19707 20639 20639 20639 20639 20639 20639 20639 21084 21084 21084 21084 21084 21084 21084 21309 21309 21309 21309 21309 21309 21309 21309 21309 21309 21309 21309 21427 21427 21498 21498 21498 21498 21498 21498 21498 21553 21553 21553 21553 21553 21553 21553 21582 21582 21582 21582 21582 21582 21582 21582 21595 21595 21595 21595
"20" "Bhutan" 19 40 46 64 64 85 97 101 140 143 155 161 163 164 167 172 172 173 178 180 180 181 184 185 186 186 186 187 188 188 189 189 189 189 189 191 191 191 191 191 191 191 193 193 194 196 196 196 196 196 196 196 196 197 197 197 197 197 197 197 197 197 197 197 198 198 198 198 198 198 198 198 198 198 198 198 198 198 199 199 199 199 200 200 200 201 202 202 202 203 216 219 221 221 221 226 230 230 236 240 248 251 257 259 264 271 282 287 291 296 316 322 338 348 352 356 383 389 396 404 436 441 449 465 474 491 520 532 551 571 577 587 593 606 609 616 626 639 652 668 704 722 724 741 753 794 821 833 933 942 950 962 969 984 999 1012 1017 1033 1054 1069 1099 1119 1138 1143 1156 1172 1184 1212 1219 1233 1254 1269 1293 1300 1336 1343 1357 1382 1392 1406 1430 1434 1452 1463 1489 1499 1540 1579 1582 1588 1596 1605 1620 1654 1700 1710 1728 1741 1751 1757 1785 1786 1788 1800 1812 1816 1819 1830 1831 1836 1838 1845 1848 1854 1862 1870 1873 1874 1874 1874 1876 1880 1881 1883 1896 1900 1901 1907 1907 1907 1910 1910 1915 1915 1915 1921 1921 1921 1922 1924 1924 1925 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1926 1927 1927 1927 1929 1929 1929 1929 1929 1929 1929 1930 1931 1931 1931 1931 1938 1938 1943 1943 1943 1943 1943 1943 1943 1943 1945 1946 1947 1947 1947 1947 1947 1947 1947 1947 1947 1947 1947 1947 1950 1951 1951 1951 1951 1951 1951 1952 1952 1953 1953 1953 1953 1953 1953 1953 1953 1955 1955 1955 1955 1959 1959 1962 1962 1962
"21" "Bolivia" 861 1931 2537 3547 5144 6857 8767 11030 12674 13772 15164 16637 18694 20892 23465 25556 27059 28609 30966 33621 36269 38133 39865 40913 42694 45084 47950 50602 53268 55273 56711 58175 60302 62323 64110 65786 67004 67843 69063 70607 72378 73730 74974 75912 76608 77020 77582 78371 79400 80552 81647 82168 83052 84256 85595 86698 87767 88423 88886 89643 90433 91267 92236 93173 93826 94149 94612 95497 96338 97116 98200 98880 99265 99935 100864 101932 102817 103684 104287 104510 105083 105962 106935 107709 108587 109178 109504 110223 111295 112287 113203 113823 114343 114810 115268 116766 117842 119083 120525 121446 121971 122960 124059 125167 125990 127236 127236 128942 130238 131551 132937 134267 135768 137061 137535 138654 140134 141707 141707 143608 146403 146403 148860 148860 150448 154066 154066 157423 157423 158486 160085 162454 164744 167100 169609 172443 174700 174700 177317 180083 182941 185946 189529 189529 195225 198438 201456 204446 206590 208350 211155 214594 217904 220333 223333 225610 227038 227038 232851 232851 239923 239923 245223 246830 248982 251553 254389 257071 257071 260837 261923 262687 264354 266624 269054 271236 272889 273811 275444 277499 279500 281162 282760 283966 284844 286238 288089 289563 291100 291100 293471 294117 295312 296691 296691 299455 299455 301590 302030 303001 303001 305227 306194 307219 307851 308299 308299 309900 310805 311834 311834 313382 313775 314414 315141 315973 316671 316671 317138 317572 318547 318547 320105 320105 321507 321507 322304 322304 323607 324322 324322 325060 326270 326519 327007 327597 328279 328809 328809 329678 329932 330343 330755 331216 331635 331635 332385 332556 332556 332991 333394 333790 334169 334540 334911 334911 335488 335908 335908 336576 336826 336976 337262 337552 337860 338207 338471 338666 338771 339078 339524 339966 340321 340699 340699 341055 341492 341923 342426 342426 342898 343308 343611 343997 344477 345033 345033 346026 346026 346530 347010 347010 348042 348578 349152 349585 349795 349795 350346 351730 351730 352336 353460 353460 353686 353686 354555 355249 357105 357105 357778 358142 358746 359545 361394 362406 362406 363361 364137 365063 366182 367256 367256 368283 368951
